year,month,day,hour,bathroom_id,item_type,stock_level
2024,01,01,19,2,medium_pad,1.0
2024,01,01,19,2,light_pad,5.0
2024,01,01,19,3,heavy_pad,18.0
2024,01,01,19,3,medium_pad,17.0
2024,01,01,19,3,light_pad,7.0
2024,01,01,20,1,heavy_pad,0.0
2024,01,01,20,1,medium_pad,19.0
2024,01,01,20,1,light_pad,6.0
2024,01,01,20,2,heavy_pad,0.0
2024,01,01,20,2,medium_pad,1.0
2024,01,01,20,2,light_pad,5.0
2024,01,01,20,3,heavy_pad,18.0
2024,01,01,20,3,medium_pad,17.0
2024,01,01,20,3,light_pad,7.0
2024,01,01,21,1,heavy_pad,0.0
2024,01,01,21,1,medium_pad,19.0
2024,01,01,21,1,light_pad,6.0
2024,01,01,21,2,heavy_pad,0.0
2024,01,01,21,2,medium_pad,1.0
2024,01,01,21,2,light_pad,3.0
2024,01,01,21,3,heavy_pad,18.0
2024,01,01,21,3,medium_pad,17.0
2024,01,01,21,3,light_pad,5.0
2024,01,01,22,1,heavy_pad,0.0
2024,01,01,22,1,medium_pad,19.0
2024,01,01,22,1,light_pad,6.0
2024,01,01,22,2,heavy_pad,0.0
2024,01,01,22,2,medium_pad,1.0
2024,01,01,22,2,light_pad,3.0
2024,01,01,22,3,heavy_pad,15.0
2024,01,01,22,3,medium_pad,16.0
2024,01,01,22,3,light_pad,3.0
2024,01,02,08,1,heavy_pad,0.0
2024,01,02,08,1,medium_pad,19.0
2024,01,02,08,1,light_pad,6.0
2024,01,02,08,2,heavy_pad,0.0
2024,01,02,08,2,medium_pad,1.0
2024,01,02,08,2,light_pad,1.0
2024,01,02,08,3,heavy_pad,13.0
2024,01,02,08,3,medium_pad,12.0
2024,01,02,08,3,light_pad,3.0
2024,01,02,09,1,heavy_pad,0.0
2024,01,02,09,1,medium_pad,19.0
2024,01,02,09,1,light_pad,6.0
2024,01,02,09,2,heavy_pad,20.0
2024,01,02,09,2,medium_pad,1.0
2024,01,02,09,2,light_pad,1.0
2024,01,02,09,3,heavy_pad,11.0
2024,01,02,09,3,medium_pad,12.0
2024,01,02,09,3,light_pad,3.0
2024,01,02,10,1,heavy_pad,0.0
2024,01,02,10,1,medium_pad,18.0
2024,01,02,10,1,light_pad,6.0
2024,01,02,10,2,heavy_pad,20.0
2024,01,02,10,2,medium_pad,1.0
2024,01,02,10,2,light_pad,1.0
2024,01,02,10,3,heavy_pad,11.0
2024,01,02,10,3,medium_pad,20.0
2024,01,02,10,3,light_pad,3.0
2024,01,02,11,1,heavy_pad,0.0
2024,01,02,11,1,medium_pad,18.0
2024,01,02,11,1,light_pad,6.0
2024,01,02,11,2,heavy_pad,20.0
2024,01,02,11,2,medium_pad,1.0
2024,01,02,11,2,light_pad,0.0
2024,01,02,11,3,heavy_pad,11.0
2024,01,02,11,3,medium_pad,20.0
2024,01,02,11,3,light_pad,3.0
2024,01,02,12,1,heavy_pad,0.0
2024,01,02,12,1,medium_pad,18.0
2024,01,02,12,1,light_pad,6.0
2024,01,02,12,2,heavy_pad,18.0
2024,01,02,12,2,medium_pad,1.0
2024,01,02,12,2,light_pad,0.0
2024,01,02,12,3,heavy_pad,11.0
2024,01,02,12,3,medium_pad,20.0
2024,01,02,12,3,light_pad,3.0
2024,01,02,13,1,heavy_pad,0.0
2024,01,02,13,1,medium_pad,18.0
2024,01,02,13,1,light_pad,6.0
2024,01,02,13,2,heavy_pad,18.0
2024,01,02,13,2,medium_pad,20.0
2024,01,02,13,2,light_pad,0.0
2024,01,02,13,3,heavy_pad,11.0
2024,01,02,13,3,medium_pad,20.0
2024,01,02,13,3,light_pad,1.0
2024,01,02,14,1,heavy_pad,0.0
2024,01,02,14,1,medium_pad,18.0
2024,01,02,14,1,light_pad,5.0
2024,01,02,14,2,heavy_pad,17.0
2024,01,02,14,2,medium_pad,20.0
2024,01,02,14,2,light_pad,0.0
2024,01,02,14,3,heavy_pad,11.0
2024,01,02,14,3,medium_pad,20.0
2024,01,02,14,3,light_pad,1.0
2024,01,02,15,1,heavy_pad,0.0
2024,01,02,15,1,medium_pad,18.0
2024,01,02,15,1,light_pad,5.0
2024,01,02,15,2,heavy_pad,16.0
2024,01,02,15,2,medium_pad,20.0
2024,01,02,15,2,light_pad,0.0
2024,01,02,15,3,heavy_pad,10.0
2024,01,02,15,3,medium_pad,19.0
2024,01,02,15,3,light_pad,1.0
2024,01,02,16,1,heavy_pad,0.0
2024,01,02,16,1,medium_pad,18.0
2024,01,02,16,1,light_pad,5.0
2024,01,02,16,2,heavy_pad,16.0
2024,01,02,16,2,medium_pad,20.0
2024,01,02,16,2,light_pad,0.0
2024,01,02,16,3,heavy_pad,10.0
2024,01,02,16,3,medium_pad,19.0
2024,01,02,16,3,light_pad,1.0
2024,01,02,17,1,heavy_pad,0.0
2024,01,02,17,1,medium_pad,17.0
2024,01,02,17,1,light_pad,4.0
2024,01,02,17,2,heavy_pad,16.0
2024,01,02,17,2,medium_pad,20.0
2024,01,02,17,2,light_pad,0.0
2024,01,02,17,3,heavy_pad,10.0
2024,01,02,17,3,medium_pad,19.0
2024,01,02,17,3,light_pad,1.0
2024,01,02,18,1,heavy_pad,0.0
2024,01,02,18,1,medium_pad,17.0
2024,01,02,18,1,light_pad,4.0
2024,01,02,18,2,heavy_pad,12.0
2024,01,02,18,2,medium_pad,18.0
2024,01,02,18,2,light_pad,0.0
2024,01,02,18,3,heavy_pad,10.0
2024,01,02,18,3,medium_pad,18.0
2024,01,02,18,3,light_pad,20.0
2024,01,02,19,1,heavy_pad,0.0
2024,01,02,19,1,medium_pad,16.0
2024,01,02,19,1,light_pad,4.0
2024,01,02,19,2,heavy_pad,12.0
2024,01,02,19,2,medium_pad,18.0
2024,01,02,19,2,light_pad,0.0
2024,01,02,19,3,heavy_pad,9.0
2024,01,02,19,3,medium_pad,14.0
2024,01,02,19,3,light_pad,19.0
2024,01,02,20,1,heavy_pad,0.0
2024,01,02,20,1,medium_pad,16.0
2024,01,02,20,1,light_pad,4.0
2024,01,02,20,2,heavy_pad,12.0
2024,01,02,20,2,medium_pad,18.0
2024,01,02,20,2,light_pad,0.0
2024,01,02,20,3,heavy_pad,9.0
2024,01,02,20,3,medium_pad,12.0
2024,01,02,20,3,light_pad,19.0
2024,01,02,21,1,heavy_pad,0.0
2024,01,02,21,1,medium_pad,16.0
2024,01,02,21,1,light_pad,4.0
2024,01,02,21,2,heavy_pad,12.0
2024,01,02,21,2,medium_pad,18.0
2024,01,02,21,2,light_pad,0.0
2024,01,02,21,3,heavy_pad,9.0
2024,01,02,21,3,medium_pad,12.0
2024,01,02,21,3,light_pad,19.0
2024,01,02,22,1,heavy_pad,0.0
2024,01,02,22,1,medium_pad,14.0
2024,01,02,22,1,light_pad,3.0
2024,01,02,22,2,heavy_pad,12.0
2024,01,02,22,2,medium_pad,18.0
2024,01,02,22,2,light_pad,20.0
2024,01,02,22,3,heavy_pad,9.0
2024,01,02,22,3,medium_pad,12.0
2024,01,02,22,3,light_pad,19.0
2024,01,03,08,1,heavy_pad,0.0
2024,01,03,08,1,medium_pad,10.0
2024,01,03,08,1,light_pad,3.0
2024,01,03,08,2,heavy_pad,12.0
2024,01,03,08,2,medium_pad,17.0
2024,01,03,08,2,light_pad,20.0
2024,01,03,08,3,heavy_pad,8.0
2024,01,03,08,3,medium_pad,11.0
2024,01,03,08,3,light_pad,18.0
2024,01,03,09,1,heavy_pad,0.0
2024,01,03,09,1,medium_pad,10.0
2024,01,03,09,1,light_pad,3.0
2024,01,03,09,2,heavy_pad,12.0
2024,01,03,09,2,medium_pad,17.0
2024,01,03,09,2,light_pad,17.0
2024,01,03,09,3,heavy_pad,8.0
2024,01,03,09,3,medium_pad,11.0
2024,01,03,09,3,light_pad,18.0
2024,01,03,10,1,heavy_pad,0.0
2024,01,03,10,1,medium_pad,10.0
2024,01,03,10,1,light_pad,3.0
2024,01,03,10,2,heavy_pad,11.0
2024,01,03,10,2,medium_pad,17.0
2024,01,03,10,2,light_pad,17.0
2024,01,03,10,3,heavy_pad,8.0
2024,01,03,10,3,medium_pad,11.0
2024,01,03,10,3,light_pad,18.0
2024,01,03,11,1,heavy_pad,0.0
2024,01,03,11,1,medium_pad,8.0
2024,01,03,11,1,light_pad,0.0
2024,01,03,11,2,heavy_pad,11.0
2024,01,03,11,2,medium_pad,16.0
2024,01,03,11,2,light_pad,17.0
2024,01,03,11,3,heavy_pad,8.0
2024,01,03,11,3,medium_pad,11.0
2024,01,03,11,3,light_pad,15.0
2024,01,03,12,1,heavy_pad,0.0
2024,01,03,12,1,medium_pad,6.0
2024,01,03,12,1,light_pad,0.0
2024,01,03,12,2,heavy_pad,11.0
2024,01,03,12,2,medium_pad,16.0
2024,01,03,12,2,light_pad,17.0
2024,01,03,12,3,heavy_pad,8.0
2024,01,03,12,3,medium_pad,11.0
2024,01,03,12,3,light_pad,15.0
2024,01,03,13,1,heavy_pad,0.0
2024,01,03,13,1,medium_pad,6.0
2024,01,03,13,1,light_pad,0.0
2024,01,03,13,2,heavy_pad,11.0
2024,01,03,13,2,medium_pad,13.0
2024,01,03,13,2,light_pad,17.0
2024,01,03,13,3,heavy_pad,5.0
2024,01,03,13,3,medium_pad,10.0
2024,01,03,13,3,light_pad,15.0
2024,01,03,14,1,heavy_pad,0.0
2024,01,03,14,1,medium_pad,6.0
2024,01,03,14,1,light_pad,0.0
2024,01,03,14,2,heavy_pad,10.0
2024,01,03,14,2,medium_pad,13.0
2024,01,03,14,2,light_pad,17.0
2024,01,03,14,3,heavy_pad,5.0
2024,01,03,14,3,medium_pad,10.0
2024,01,03,14,3,light_pad,15.0
2024,01,03,15,1,heavy_pad,0.0
2024,01,03,15,1,medium_pad,6.0
2024,01,03,15,1,light_pad,0.0
2024,01,03,15,2,heavy_pad,9.0
2024,01,03,15,2,medium_pad,13.0
2024,01,03,15,2,light_pad,17.0
2024,01,03,15,3,heavy_pad,5.0
2024,01,03,15,3,medium_pad,9.0
2024,01,03,15,3,light_pad,11.0
2024,01,03,16,1,heavy_pad,0.0
2024,01,03,16,1,medium_pad,6.0
2024,01,03,16,1,light_pad,0.0
2024,01,03,16,2,heavy_pad,9.0
2024,01,03,16,2,medium_pad,12.0
2024,01,03,16,2,light_pad,16.0
2024,01,03,16,3,heavy_pad,3.0
2024,01,03,16,3,medium_pad,9.0
2024,01,03,16,3,light_pad,10.0
2024,01,03,17,1,heavy_pad,0.0
2024,01,03,17,1,medium_pad,6.0
2024,01,03,17,1,light_pad,0.0
2024,01,03,17,2,heavy_pad,8.0
2024,01,03,17,2,medium_pad,12.0
2024,01,03,17,2,light_pad,16.0
2024,01,03,17,3,heavy_pad,3.0
2024,01,03,17,3,medium_pad,9.0
2024,01,03,17,3,light_pad,10.0
2024,01,03,18,1,heavy_pad,0.0
2024,01,03,18,1,medium_pad,6.0
2024,01,03,18,1,light_pad,0.0
2024,01,03,18,2,heavy_pad,8.0
2024,01,03,18,2,medium_pad,12.0
2024,01,03,18,2,light_pad,16.0
2024,01,03,18,3,heavy_pad,3.0
2024,01,03,18,3,medium_pad,9.0
2024,01,03,18,3,light_pad,10.0
2024,01,03,19,1,heavy_pad,0.0
2024,01,03,19,1,medium_pad,5.0
2024,01,03,19,1,light_pad,0.0
2024,01,03,19,2,heavy_pad,7.0
2024,01,03,19,2,medium_pad,11.0
2024,01,03,19,2,light_pad,16.0
2024,01,03,19,3,heavy_pad,3.0
2024,01,03,19,3,medium_pad,9.0
2024,01,03,19,3,light_pad,10.0
2024,01,03,20,1,heavy_pad,0.0
2024,01,03,20,1,medium_pad,5.0
2024,01,03,20,1,light_pad,0.0
2024,01,03,20,2,heavy_pad,7.0
2024,01,03,20,2,medium_pad,10.0
2024,01,03,20,2,light_pad,16.0
2024,01,03,20,3,heavy_pad,3.0
2024,01,03,20,3,medium_pad,9.0
2024,01,03,20,3,light_pad,9.0
2024,01,03,21,1,heavy_pad,0.0
2024,01,03,21,1,medium_pad,5.0
2024,01,03,21,1,light_pad,0.0
2024,01,03,21,2,heavy_pad,5.0
2024,01,03,21,2,medium_pad,10.0
2024,01,03,21,2,light_pad,16.0
2024,01,03,21,3,heavy_pad,3.0
2024,01,03,21,3,medium_pad,9.0
2024,01,03,21,3,light_pad,9.0
2024,01,03,22,1,heavy_pad,0.0
2024,01,03,22,1,medium_pad,5.0
2024,01,03,22,1,light_pad,0.0
2024,01,03,22,2,heavy_pad,5.0
2024,01,03,22,2,medium_pad,10.0
2024,01,03,22,2,light_pad,16.0
2024,01,03,22,3,heavy_pad,1.0
2024,01,03,22,3,medium_pad,9.0
2024,01,03,22,3,light_pad,9.0
2024,01,04,08,1,heavy_pad,0.0
2024,01,04,08,1,medium_pad,4.0
2024,01,04,08,1,light_pad,0.0
2024,01,04,08,2,heavy_pad,4.0
2024,01,04,08,2,medium_pad,10.0
2024,01,04,08,2,light_pad,16.0
2024,01,04,08,3,heavy_pad,1.0
2024,01,04,08,3,medium_pad,6.0
2024,01,04,08,3,light_pad,9.0
2024,01,04,09,1,heavy_pad,0.0
2024,01,04,09,1,medium_pad,4.0
2024,01,04,09,1,light_pad,0.0
2024,01,04,09,2,heavy_pad,4.0
2024,01,04,09,2,medium_pad,10.0
2024,01,04,09,2,light_pad,15.0
2024,01,04,09,3,heavy_pad,1.0
2024,01,04,09,3,medium_pad,6.0
2024,01,04,09,3,light_pad,6.0
2024,01,04,10,1,heavy_pad,0.0
2024,01,04,10,1,medium_pad,4.0
2024,01,04,10,1,light_pad,0.0
2024,01,04,10,2,heavy_pad,4.0
2024,01,04,10,2,medium_pad,8.0
2024,01,04,10,2,light_pad,12.0
2024,01,04,10,3,heavy_pad,1.0
2024,01,04,10,3,medium_pad,6.0
2024,01,04,10,3,light_pad,6.0
2024,01,04,11,1,heavy_pad,0.0
2024,01,04,11,1,medium_pad,4.0
2024,01,04,11,1,light_pad,0.0
2024,01,04,11,2,heavy_pad,4.0
2024,01,04,11,2,medium_pad,8.0
2024,01,04,11,2,light_pad,12.0
2024,01,04,11,3,heavy_pad,1.0
2024,01,04,11,3,medium_pad,6.0
2024,01,04,11,3,light_pad,6.0
2024,01,04,12,1,heavy_pad,0.0
2024,01,04,12,1,medium_pad,20.0
2024,01,04,12,1,light_pad,0.0
2024,01,04,12,2,heavy_pad,4.0
2024,01,04,12,2,medium_pad,8.0
2024,01,04,12,2,light_pad,12.0
2024,01,04,12,3,heavy_pad,0.0
2024,01,04,12,3,medium_pad,6.0
2024,01,04,12,3,light_pad,6.0
2024,01,04,13,1,heavy_pad,0.0
2024,01,04,13,1,medium_pad,17.0
2024,01,04,13,1,light_pad,0.0
2024,01,04,13,2,heavy_pad,4.0
2024,01,04,13,2,medium_pad,8.0
2024,01,04,13,2,light_pad,11.0
2024,01,04,13,3,heavy_pad,0.0
2024,01,04,13,3,medium_pad,6.0
2024,01,04,13,3,light_pad,6.0
2024,01,04,14,1,heavy_pad,0.0
2024,01,04,14,1,medium_pad,17.0
2024,01,04,14,1,light_pad,0.0
2024,01,04,14,2,heavy_pad,4.0
2024,01,04,14,2,medium_pad,8.0
2024,01,04,14,2,light_pad,11.0
2024,01,04,14,3,heavy_pad,0.0
2024,01,04,14,3,medium_pad,6.0
2024,01,04,14,3,light_pad,6.0
2024,01,04,15,1,heavy_pad,0.0
2024,01,04,15,1,medium_pad,15.0
2024,01,04,15,1,light_pad,0.0
2024,01,04,15,2,heavy_pad,4.0
2024,01,04,15,2,medium_pad,8.0
2024,01,04,15,2,light_pad,11.0
2024,01,04,15,3,heavy_pad,0.0
2024,01,04,15,3,medium_pad,6.0
2024,01,04,15,3,light_pad,6.0
2024,01,04,16,1,heavy_pad,0.0
2024,01,04,16,1,medium_pad,15.0
2024,01,04,16,1,light_pad,0.0
2024,01,04,16,2,heavy_pad,4.0
2024,01,04,16,2,medium_pad,8.0
2024,01,04,16,2,light_pad,8.0
2024,01,04,16,3,heavy_pad,0.0
2024,01,04,16,3,medium_pad,6.0
2024,01,04,16,3,light_pad,2.0
2024,01,04,17,1,heavy_pad,0.0
2024,01,04,17,1,medium_pad,15.0
2024,01,04,17,1,light_pad,0.0
2024,01,04,17,2,heavy_pad,1.0
2024,01,04,17,2,medium_pad,6.0
2024,01,04,17,2,light_pad,8.0
2024,01,04,17,3,heavy_pad,0.0
2024,01,04,17,3,medium_pad,6.0
2024,01,04,17,3,light_pad,2.0
2024,01,04,18,1,heavy_pad,0.0
2024,01,04,18,1,medium_pad,14.0
2024,01,04,18,1,light_pad,0.0
2024,01,04,18,2,heavy_pad,1.0
2024,01,04,18,2,medium_pad,6.0
2024,01,04,18,2,light_pad,8.0
2024,01,04,18,3,heavy_pad,0.0
2024,01,04,18,3,medium_pad,6.0
2024,01,04,18,3,light_pad,2.0
2024,01,04,19,1,heavy_pad,0.0
2024,01,04,19,1,medium_pad,14.0
2024,01,04,19,1,light_pad,0.0
2024,01,04,19,2,heavy_pad,1.0
2024,01,04,19,2,medium_pad,6.0
2024,01,04,19,2,light_pad,8.0
2024,01,04,19,3,heavy_pad,0.0
2024,01,04,19,3,medium_pad,6.0
2024,01,04,19,3,light_pad,2.0
2024,01,04,20,1,heavy_pad,20.0
2024,01,04,20,1,medium_pad,14.0
2024,01,04,20,1,light_pad,0.0
2024,01,04,20,2,heavy_pad,1.0
2024,01,04,20,2,medium_pad,6.0
2024,01,04,20,2,light_pad,8.0
2024,01,04,20,3,heavy_pad,0.0
2024,01,04,20,3,medium_pad,6.0
2024,01,04,20,3,light_pad,2.0
2024,01,04,21,1,heavy_pad,20.0
2024,01,04,21,1,medium_pad,14.0
2024,01,04,21,1,light_pad,0.0
2024,01,04,21,2,heavy_pad,1.0
2024,01,04,21,2,medium_pad,2.0
2024,01,04,21,2,light_pad,7.0
2024,01,04,21,3,heavy_pad,0.0
2024,01,04,21,3,medium_pad,6.0
2024,01,04,21,3,light_pad,2.0
2024,01,04,22,1,heavy_pad,20.0
2024,01,04,22,1,medium_pad,14.0
2024,01,04,22,1,light_pad,0.0
2024,01,04,22,2,heavy_pad,1.0
2024,01,04,22,2,medium_pad,2.0
2024,01,04,22,2,light_pad,7.0
2024,01,04,22,3,heavy_pad,0.0
2024,01,04,22,3,medium_pad,6.0
2024,01,04,22,3,light_pad,2.0
2024,01,05,08,1,heavy_pad,20.0
2024,01,05,08,1,medium_pad,14.0
2024,01,05,08,1,light_pad,0.0
2024,01,05,08,2,heavy_pad,1.0
2024,01,05,08,2,medium_pad,2.0
2024,01,05,08,2,light_pad,6.0
2024,01,05,08,3,heavy_pad,0.0
2024,01,05,08,3,medium_pad,5.0
2024,01,05,08,3,light_pad,2.0
2024,01,05,09,1,heavy_pad,18.0
2024,01,05,09,1,medium_pad,14.0
2024,01,05,09,1,light_pad,0.0
2024,01,05,09,2,heavy_pad,1.0
2024,01,05,09,2,medium_pad,2.0
2024,01,05,09,2,light_pad,4.0
2024,01,05,09,3,heavy_pad,0.0
2024,01,05,09,3,medium_pad,3.0
2024,01,05,09,3,light_pad,2.0
2024,01,05,10,1,heavy_pad,18.0
2024,01,05,10,1,medium_pad,13.0
2024,01,05,10,1,light_pad,0.0
2024,01,05,10,2,heavy_pad,1.0
2024,01,05,10,2,medium_pad,0.0
2024,01,05,10,2,light_pad,1.0
2024,01,05,10,3,heavy_pad,0.0
2024,01,05,10,3,medium_pad,3.0
2024,01,05,10,3,light_pad,2.0
2024,01,05,11,1,heavy_pad,18.0
2024,01,05,11,1,medium_pad,13.0
2024,01,05,11,1,light_pad,0.0
2024,01,05,11,2,heavy_pad,1.0
2024,01,05,11,2,medium_pad,0.0
2024,01,05,11,2,light_pad,1.0
2024,01,05,11,3,heavy_pad,0.0
2024,01,05,11,3,medium_pad,3.0
2024,01,05,11,3,light_pad,2.0
2024,01,05,12,1,heavy_pad,17.0
2024,01,05,12,1,medium_pad,13.0
2024,01,05,12,1,light_pad,0.0
2024,01,05,12,2,heavy_pad,1.0
2024,01,05,12,2,medium_pad,0.0
2024,01,05,12,2,light_pad,1.0
2024,01,05,12,3,heavy_pad,0.0
2024,01,05,12,3,medium_pad,3.0
2024,01,05,12,3,light_pad,1.0
2024,01,05,13,1,heavy_pad,16.0
2024,01,05,13,1,medium_pad,12.0
2024,01,05,13,1,light_pad,0.0
2024,01,05,13,2,heavy_pad,1.0
2024,01,05,13,2,medium_pad,0.0
2024,01,05,13,2,light_pad,1.0
2024,01,05,13,3,heavy_pad,0.0
2024,01,05,13,3,medium_pad,2.0
2024,01,05,13,3,light_pad,1.0
2024,01,05,14,1,heavy_pad,16.0
2024,01,05,14,1,medium_pad,12.0
2024,01,05,14,1,light_pad,0.0
2024,01,05,14,2,heavy_pad,1.0
2024,01,05,14,2,medium_pad,0.0
2024,01,05,14,2,light_pad,1.0
2024,01,05,14,3,heavy_pad,0.0
2024,01,05,14,3,medium_pad,2.0
2024,01,05,14,3,light_pad,1.0
2024,01,05,15,1,heavy_pad,16.0
2024,01,05,15,1,medium_pad,12.0
2024,01,05,15,1,light_pad,0.0
2024,01,05,15,2,heavy_pad,1.0
2024,01,05,15,2,medium_pad,0.0
2024,01,05,15,2,light_pad,1.0
2024,01,05,15,3,heavy_pad,0.0
2024,01,05,15,3,medium_pad,2.0
2024,01,05,15,3,light_pad,1.0
2024,01,05,16,1,heavy_pad,15.0
2024,01,05,16,1,medium_pad,12.0
2024,01,05,16,1,light_pad,0.0
2024,01,05,16,2,heavy_pad,1.0
2024,01,05,16,2,medium_pad,0.0
2024,01,05,16,2,light_pad,1.0
2024,01,05,16,3,heavy_pad,0.0
2024,01,05,16,3,medium_pad,1.0
2024,01,05,16,3,light_pad,1.0
2024,01,05,17,1,heavy_pad,15.0
2024,01,05,17,1,medium_pad,12.0
2024,01,05,17,1,light_pad,0.0
2024,01,05,17,2,heavy_pad,1.0
2024,01,05,17,2,medium_pad,0.0
2024,01,05,17,2,light_pad,1.0
2024,01,05,17,3,heavy_pad,0.0
2024,01,05,17,3,medium_pad,1.0
2024,01,05,17,3,light_pad,0.0
2024,01,05,18,1,heavy_pad,15.0
2024,01,05,18,1,medium_pad,12.0
2024,01,05,18,1,light_pad,0.0
2024,01,05,18,2,heavy_pad,0.0
2024,01,05,18,2,medium_pad,0.0
2024,01,05,18,2,light_pad,1.0
2024,01,05,18,3,heavy_pad,0.0
2024,01,05,18,3,medium_pad,1.0
2024,01,05,18,3,light_pad,0.0
2024,01,05,19,1,heavy_pad,14.0
2024,01,05,19,1,medium_pad,11.0
2024,01,05,19,1,light_pad,0.0
2024,01,05,19,2,heavy_pad,0.0
2024,01,05,19,2,medium_pad,0.0
2024,01,05,19,2,light_pad,1.0
2024,01,05,19,3,heavy_pad,0.0
2024,01,05,19,3,medium_pad,1.0
2024,01,05,19,3,light_pad,0.0
2024,01,05,20,1,heavy_pad,10.0
2024,01,05,20,1,medium_pad,20.0
2024,01,05,20,1,light_pad,0.0
2024,01,05,20,2,heavy_pad,0.0
2024,01,05,20,2,medium_pad,0.0
2024,01,05,20,2,light_pad,1.0
2024,01,05,20,3,heavy_pad,0.0
2024,01,05,20,3,medium_pad,1.0
2024,01,05,20,3,light_pad,0.0
2024,01,05,21,1,heavy_pad,10.0
2024,01,05,21,1,medium_pad,20.0
2024,01,05,21,1,light_pad,0.0
2024,01,05,21,2,heavy_pad,0.0
2024,01,05,21,2,medium_pad,0.0
2024,01,05,21,2,light_pad,1.0
2024,01,05,21,3,heavy_pad,0.0
